PC1,PC2
0.053575772085501905,-0.1412044944081648
-0.00029799601411691843,-0.03807396644025742
-0.031679007444485395,0.013913948129995765
-0.029246767137776748,-0.22263723103011748
-0.027475797191156913,-0.17187445915913988
-0.03180096978846721,-0.28112482891360757
0.0236433976387298,-0.2590602377310586
0.005638999779659915,-0.2811097414611033
-0.03658147955162467,-0.22240558149118136
0.45854006023832194,0.26439632356023063
0.5401398993619335,0.3451480033047839
0.135117609212935,0.05781651012408125
-0.023527526333704363,-0.02819849841986814
0.07653122754816341,0.00918976519124638
0.3286710196998399,0.1131081792697121
0.45187867766849993,0.16218903406860197
0.30323513297813254,0.10355619443275974
-0.00895935510557172,-0.016431032241771136
-0.0373667106623162,-0.01518400097353125
0.0073403359160239875,-0.009494800245538698
-0.018896958199407385,0.008548967172645933
0.0717188045818613,-0.058800893491041555
0.008899042522806593,-0.033261518593593144
0.008901576433586642,-0.13628680957858186
0.02703760886494219,-0.13225683145181938
0.02709664025448464,-0.06604569495877871
0.02871402019050677,-0.09050705854249075
-0.004833807977835417,-0.07676499977781179
-0.032501886079200466,0.006163212844726966
-0.028089790504215024,-0.023630896145989937
-0.013226485163531858,0.016544222622759244
-0.0272284212267631,-0.012226378428426265
0.16203852526363546,0.0738961713544963
0.05423742718023714,-0.01643380826034763
-0.0163195104388491,-0.048979657253121964
-0.025935108855079058,0.00748295851795183
0.09066132800204996,-0.174039840063232
0.1275471466620838,-0.22218815275017909
0.09309394998645491,-0.16710119387301445
0.07051854637275613,-0.16742278062248575
0.07472522642376345,-0.10610965912001345
-0.009186752889099363,-0.005445510636626663
0.08561080292787884,-0.1679975183731257
0.13221019870272727,-0.21428524561810716
-0.0023881434542987303,0.03222511515256591
0.10665515737373601,0.0750113208502686
0.4038147427879202,0.2549393523368998
-0.032553926361378605,-0.002914127272474613
0.018485655161188753,-0.048423239741071246
0.00516651536118099,0.007483580583758003
0.4176947253798789,0.30627093068998684
-0.03480025429322031,-0.038197383617435014
-0.043775945929874945,0.0006021061005266606
-0.03367190078410877,-0.057555022294706326
-0.028133061657706605,0.015261853647837963
0.043080299355028245,0.012373509439557876
0.0002391513126383276,0.0009808504436286162
0.015042015749369978,-0.02165123774922741
0.020975875590835066,-0.059491225639879595
-0.022096398863073696,0.001379969507505212
-0.008084917431581727,-0.026480182716459386
-0.021007977846736702,0.02604203642752991
0.014487448507472763,-0.008671054378196794
-0.034191163305081165,0.02546339913820893
-0.012007362714159536,0.011395827775624198
0.006041780461922726,0.012860273595777584
-0.015628599920169937,-0.0104357954835937
-0.032942794002809965,-0.05150825973679741
-0.015039800258497512,-0.02488480080247714
-0.015032580073337312,-0.0162232301806681
0.020385619710099504,-0.04778343573776543
0.04654400796102235,-0.04222657131086384
-0.005647912512564447,-0.019101500123937618
0.038749925765727375,-0.07572227155069308
0.03756286851431133,-0.06330408339451646
-0.0014662331013163246,-0.014227516273402097
-0.038254404725595534,-0.013228707151027665
-0.018264674075198953,0.011841826044378898
-0.039023150934105834,-0.039037139279780364
-0.04727444921485761,-0.051052039495415515
-0.010594184282081136,-0.051350732371935
-0.005065991909903719,-0.049947983390059715
0.0014873089662673436,-0.08072759168935609
-0.00671985320829375,0.009641661868608035
-0.03232997894870851,-0.009186266522431492
-0.013828177541850315,-0.009109639771530275
-0.044819535567065916,-0.009191754810353331
-0.017645307628415676,-0.011277013710845614
-0.052822696311424513,-0.02392348750704926
-0.03650777060968685,-0.019156909335707035
-0.03413101496535603,0.01437005481016098
-0.04889485896026854,-0.10207027779396757
0.0221797107122431,-0.08862947966818442
0.0253959884989233,-0.13240569225364507
0.010934965360241277,-0.05891401741719504
0.033496048282840356,-0.039969471966832905
-0.015440820211888678,0.014942964340825232
0.009389908211079706,0.01840533949892377
-0.018376250119479368,0.012162455956768724
0.11409605135199256,0.01507987505675333
0.003639335141601497,-0.06224100786255028
-0.009507307693328774,-0.014635833069001037
-0.04308335758126791,-0.026137980274051793
-0.01655366424332235,-0.04712158552201402
0.06880339458243898,-0.1237782720200097
-0.008107165841681111,-0.028131493569911462
-0.05019587222462954,-0.046856178466663005
-0.05209191290398826,-0.03680289979495465
-0.046106371672789526,-0.005865702145911759
-0.012951999941795262,-0.033604676962953925
0.004415278744918772,-0.02569748158165193
0.008376084547193335,-0.05764111234242777
-0.032014421003069796,0.003225148216800321
-0.003968170391388049,0.012180122382423953
-0.01821534249408239,0.010182336626554976
0.203545471768074,0.12863958000131182
-0.026953610412531935,-0.016286825027611352
0.16074469972396638,0.02690102690281613
-0.02080625668112181,-0.009544957952535375
-0.01586885553444998,0.008360653565935166
0.011140514916061136,-0.050944114976830275
-0.040087247117139416,0.03084348976417502
0.18054173000062193,0.173933287602958
-0.03394383389609931,0.009543603184989403
-0.02748025420107007,0.00927523771517949
-0.014498020143440895,0.0010932878946951679
-0.041313268164142734,0.026724186576422296
-0.041744419350000034,-0.002043511678190366
-0.019692793372346324,-0.0118287491334793
-0.019168890883122857,-0.024286622739540666
0.023110150586963533,-0.0790830926888001
0.01607433588322475,-0.043185351532709214
0.0007653261292469577,-0.058785271185741374
-0.011434697274847997,-0.0476052503555584
0.05320030015768758,-0.08438279931410637
-0.030522231303040777,-0.025633800655511907
-0.013814134507475479,0.008253829163581349
-0.04271544533980399,0.019997815724328113
-0.0229373448747108,-0.006706630842241844
-0.0368965062227137,-0.0009610427107940334
-0.013561027635573267,-0.0014907453828287805
-0.028042352035951682,0.0024734733596546237
-0.02691286471437554,0.0083737515876529
-0.08915750373912829,0.10012659819767543
-0.019598496139269134,0.018047283754193816
0.3777615286471498,0.23135737250685406
0.4357207644602995,0.35668957713141114
0.1490253013260958,0.1614196683136356
0.21115108020216322,0.1933218770786392
0.19292427063096854,0.1879967056661995
-0.04270232252651649,0.04983807891303516
0.09436764283948262,-0.08949565832665816
-0.06748033922658316,-0.06618224556233779
-0.07621797019841295,-0.03734327360876569
-0.008038733699141988,-0.07422994029533765
-0.055704625032654206,-0.0779370383818543
-0.05489625260578345,-0.02689440950050465
-0.01627828045889419,0.026439937382462895
0.06861479326375841,0.09810571449069251
0.24939565309247191,0.04952221162459292
-0.059394296468622494,-0.004167103151536383
-0.05169824874309532,-0.012797208551617171
-0.007473485970083035,-0.08201105097732159
-0.006229365348580713,-0.09401417145582157
-0.061768256800823075,-0.06932004979542487
-0.05951800519421434,-0.04677224995953799
-0.04497324816887173,-0.0520283640813765
-0.05399541808849346,0.01982720624168047
-0.004251944803010357,-0.06707508432299375
-0.013154169565041512,-0.03661977995199711
-0.02683236107874139,-0.02229859036352228
0.013010182757829988,-0.05698845713497869
-0.020749142684776487,-0.038662924491238725
-0.019484791611211447,-0.035146358251728134
-0.0113034755962435,-0.033806623875967286
-0.0005508205534262685,-0.06037015736989756
-0.01836924370485936,-0.03823566835286822
-0.03073327006928112,-0.02877059088718355
0.05770062856633966,-0.01464163833067834
0.023177483957237507,-0.11015728653630386
-0.0008608596422758824,-0.11073354273802327
0.03596211813188303,-0.1373424826017743
0.00838288304675175,-0.11090654694522148
0.07352579232065742,-0.19788581863371546
-0.051988716531256696,-0.0035441701722232293
0.055262870546704174,-0.13289468282329983
0.03803521085346832,-0.15969571844800076
-0.0022772433701459672,-0.16053266420911377
-0.08905153309859798,-0.016871311354339495
-0.08905153309859798,-0.016871311354339495
-0.1912571085928497,0.20268610290839612
-0.1912571085928497,0.20268610290839612
-0.24856481642263004,0.3457315806082016
-0.1893828977021355,0.26513118906710376
-0.2384646168428128,0.24970598472563027
-0.12175507615013569,0.0748149143562727
-0.011328200881201556,0.024471849490246365
-0.08578767902676075,-0.03786995470306711
-0.1804343553530544,0.21076718226780622
-0.09069528702210175,0.05279624437064423
-0.13221300205118575,0.052627779204954955
-0.11275784495924314,0.1926125977217536
-0.2721793910260135,0.25775117952419524
-0.29273936860329797,0.30111793911540075
-0.2159248777257278,0.23379165406321628
-0.24856481642263004,0.3457315806082016
-0.1893828977021355,0.26513118906710376
-0.2384646168428128,0.24970598472563027
-0.12175507615013569,0.0748149143562727
-0.011328200881201556,0.024471849490246365
-0.08578767902676075,-0.03786995470306711
-0.1804343553530544,0.21076718226780622
-0.09069528702210175,0.05279624437064423
-0.13221300205118575,0.052627779204954955
-0.11275784495924314,0.1926125977217536
-0.2721793910260135,0.25775117952419524
-0.29273936860329797,0.30111793911540075
-0.2159248777257278,0.23379165406321628
-0.06277562286549336,-0.004511236943473385
-0.06277562286549336,-0.004511236943473385
0.03046864487210187,-0.13813812637216386
-0.018002443606167855,0.012675051955177251
-0.029607924682289236,-0.0990233857876926
0.02613961579753529,0.05764500503828364
-0.04572028584507022,-0.10870800439216685
-0.029624672240151233,-0.0037482243848862714
-0.0395431212706732,-0.04463448080615756
-0.016995081473835286,0.030149005642659727
0.03292980697555498,-0.10558100727349837
-0.010537749599483653,-0.013490472910775403
0.0160873995211558,-0.11315152521118063
0.034949472872327206,-0.06497718542144527
-0.00472873758071447,-0.004302417637801086
0.06571002157213711,-0.03789873074194212
0.017668628292217364,-0.06017310209738335
0.015296524926861529,0.016932396481529537
0.39034518654879075,0.17722196511821692
0.0068069736143788855,-0.002300045162347276
-0.010135526184849883,-0.05603795824193527
